0.0,0.0
0.09252393067314094,0.07509582730433591
0.15291982880118796,0.11341078552021681
0.21486296079197537,0.14682853297595916
0.2738376707507329,0.1865095675980255
0.338063642483549,0.2212370702404012
0.40098660722928825,0.2556977530634711
0.4637776944420991,0.2922622840690767
0.5294226834929288,0.33125381534695364
0.5940751905478227,0.3693165745786406
0.6571127760064029,0.40644237454125487
0.7201128476936097,0.443578080347568
0.7831287607792576,0.48073108362843847
0.8479083937707335,0.5185545476931784
